datetime,open,high,low,close,volume,instrument_id,heikin_ashi_signal,session_increment,vwap_session,vwap,vwap_upper_band,vwap_lower_band,sma_50,volume_ma,volume_ratio,rsi,ema_50,macd,macd_signal,momentum,momentum_signal,bollinger_middle,bollinger_upper,bollinger_lower,mean_reversion_signal,pivot,support1,resistance1,support2,resistance2,historical_resistance,historical_support,breakout_signal,TR,+DM,-DM,TR_smooth,+DM_smooth,-DM_smooth,+DI,-DI,DX,ADX_14,reversal_signal,ema_5,ema_12,ema_26,ema_12_26_signal,scalping_signal,sma_200,sma_100,sma_20,ADX_50,market_regime_ADX,market_regime_MA,volatility,vwap_trend_signal,momentum_signal_buy_accum,momentum_signal_sell_accum,mean_reversion_signal_buy_accum,mean_reversion_signal_sell_accum,breakout_signal_buy_accum,breakout_signal_sell_accum,reversal_signal_buy_accum,reversal_signal_sell_accum,vwap_trend_signal_buy_accum,vwap_trend_signal_sell_accum,ema_12_26_signal_buy_accum,ema_12_26_signal_sell_accum,scalping_signal_buy_accum,scalping_signal_sell_accum,heikin_ashi_signal_buy_accum,heikin_ashi_signal_sell_accum,total_buys,total_sells
2024-06-27 06:58:00+00:00,5532.75,5533.0,5532.5,5532.5,59,118,BUY,False,0_session,5532.554615074566,5532.884999043788,5532.224231105343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 06:59:00+00:00,5532.5,5532.75,5531.75,5531.75,123,118,SELL,False,0_session,5532.493596491227,5532.9204348095645,5532.06675817289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:00:00+00:00,5532.0,5533.25,5532.0,5533.25,417,118,BUY,False,0_session,5532.597232382345,5533.038403452951,5532.15606131174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:01:00+00:00,5533.25,5533.25,5532.75,5532.75,211,118,BUY,False,0_session,5532.639945078157,5533.097725991034,5532.1821641652805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:02:00+00:00,5533.0,5533.25,5533.0,5533.0,145,118,BUY,False,0_session,5532.67725865738,5533.1746873570655,5532.179829957694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:03:00+00:00,5533.0,5533.5,5533.0,5533.5,158,118,BUY,False,0_session,5532.732367534998,5533.322281022328,5532.142454047668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:04:00+00:00,5533.75,5534.25,5533.0,5533.25,185,118,BUY,False,0_session,5532.8011051952235,5533.502383247799,5532.099827142648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:05:00+00:00,5533.25,5533.5,5533.0,5533.5,204,118,SELL,False,0_session,5532.848935389133,5533.578278636787,5532.119592141478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:06:00+00:00,5533.5,5533.75,5532.0,5532.25,187,118,SELL,False,0_session,5532.835063085063,5533.5422327953975,5532.127893374728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:07:00+00:00,5532.25,5533.25,5532.25,5533.25,189,118,SELL,False,0_session,5532.840891912319,5533.523540339057,5532.158243485582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:08:00+00:00,5533.25,5534.0,5533.25,5533.5,160,118,BUY,False,0_session,5532.883226419576,5533.625676007979,5532.140776831174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:09:00+00:00,5533.5,5534.0,5533.5,5534.0,147,118,BUY,False,0_session,5532.930522632351,5533.758826292857,5532.102218971846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:10:00+00:00,5533.75,5534.25,5533.5,5533.75,206,118,BUY,False,0_session,5532.989395378284,5533.898860457887,5532.079930298681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:11:00+00:00,5533.75,5534.0,5533.5,5533.75,223,118,BUY,False,0_session,5533.039547604967,5533.991237525144,5532.08785768479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:12:00+00:00,5533.5,5533.75,5533.0,5533.25,107,118,SELL,False,0_session,5533.048557370785,5533.990834272177,5532.106280469392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:13:00+00:00,5533.25,5533.75,5533.25,5533.75,98,118,SELL,False,0_session,5533.063167921197,5534.008258925019,5532.118076917376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:14:00+00:00,5533.5,5534.5,5533.5,5534.25,202,118,BUY,False,0_session,5533.11755520366,5534.139554108528,5532.095556298793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:15:00+00:00,5534.25,5534.75,5534.25,5534.5,457,118,BUY,False,0_session,5533.2663487203645,5534.526219435334,5532.006478005395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:16:00+00:00,5534.75,5534.75,5533.5,5533.75,176,118,BUY,False,0_session,5533.295548771295,5534.561686340618,5532.029411201973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:17:00+00:00,5534.0,5535.25,5534.0,5535.25,375,118,BUY,False,0_session,5533.4157633243,5534.86702017515,5531.9645064734505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:18:00+00:00,5535.0,5535.0,5534.5,5535.0,154,118,BUY,False,0_session,5533.459856594627,5534.9682810979575,5531.951432091297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:19:00+00:00,5534.75,5535.0,5534.75,5535.0,190,118,BUY,False,0_session,5533.513697075796,5535.089207263725,5531.938186887866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:20:00+00:00,5535.25,5535.75,5535.0,5535.5,306,118,BUY,False,0_session,5533.620601554373,5535.372077985006,5531.86912512374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:21:00+00:00,5535.5,5535.5,5535.0,5535.25,170,118,BUY,False,0_session,5533.6699157320045,5535.48018502884,5531.8596464351685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:22:00+00:00,5535.0,5535.25,5534.25,5535.0,174,118,SELL,False,0_session,5533.70487250331,5535.530155560506,5531.879589446115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:23:00+00:00,5534.75,5535.25,5534.75,5535.25,100,118,SELL,False,0_session,5533.728271940247,5535.572121424954,5531.8844224555405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:24:00+00:00,5535.25,5535.5,5534.75,5534.75,156,118,BUY,False,0_session,5533.761079874318,5535.623998264103,5531.898161484533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:25:00+00:00,5534.75,5534.75,5534.25,5534.75,136,118,SELL,False,0_session,5533.779165992776,5535.636859913894,5531.921472071658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:26:00+00:00,5534.5,5535.0,5534.5,5534.75,143,118,SELL,False,0_session,5533.801111813679,5535.659721352724,5531.9425022746345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:27:00+00:00,5535.0,5535.5,5535.0,5535.0,103,118,BUY,False,0_session,5533.8229895784725,5535.697766419719,5531.948212737226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:28:00+00:00,5535.25,5535.5,5535.25,5535.5,97,118,BUY,False,0_session,5533.846677392992,5535.7464387172,5531.946916068784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:29:00+00:00,5535.5,5535.5,5535.0,5535.25,99,118,BUY,False,0_session,5533.867647798742,5535.783210948666,5531.952084648818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:30:00+00:00,5535.0,5535.75,5535.0,5535.5,132,118,BUY,False,0_session,5533.897908341966,5535.841601288747,5531.954215395185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:31:00+00:00,5535.5,5535.75,5535.25,5535.75,325,118,BUY,False,0_session,5533.97525416549,5535.994969548618,5531.955538782361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:32:00+00:00,5535.5,5535.75,5534.75,5535.0,337,118,SELL,False,0_session,5534.029372781596,5536.0613586742775,5531.997386888915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:33:00+00:00,5535.0,5535.25,5534.0,5534.25,114,118,SELL,False,0_session,5534.036494977654,5536.056268770124,5532.016721185184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:34:00+00:00,5534.0,5534.25,5533.75,5534.25,126,118,SELL,False,0_session,5534.0372655263955,5536.040391395086,5532.034139657705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:35:00+00:00,5534.25,5534.25,5534.0,5534.0,94,118,SELL,False,0_session,5534.037824068103,5536.028794840783,5532.046853295423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:36:00+00:00,5534.0,5534.25,5534.0,5534.0,98,118,SELL,False,0_session,5534.038392136882,5536.0169232404205,5532.059861033344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:37:00+00:00,5534.0,5535.0,5534.0,5534.75,106,118,BUY,False,0_session,5534.045651627498,5536.0148753228095,5532.076427932187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:38:00+00:00,5534.75,5534.75,5534.5,5534.75,46,118,BUY,False,0_session,5534.049221125411,5536.015007975332,5532.083434275491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:39:00+00:00,5534.75,5535.0,5534.5,5534.75,71,118,BUY,False,0_session,5534.055383535629,5536.016839099076,5532.0939279721815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:40:00+00:00,5534.75,5534.75,5534.5,5534.5,52,118,SELL,False,0_session,5534.058761998524,5536.015732055024,5532.101791942023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:41:00+00:00,5534.5,5534.5,5532.75,5532.75,217,118,SELL,False,0_session,5534.039893723281,5535.984645746014,5532.095141700548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:42:00+00:00,5533.0,5533.75,5533.0,5533.0,235,118,SELL,False,0_session,5534.018254060776,5535.952969963674,5532.083538157877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:43:00+00:00,5533.0,5533.5,5533.0,5533.25,112,118,SELL,False,0_session,5534.008352512466,5535.938256954894,5532.078448070039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:44:00+00:00,5533.25,5533.5,5532.75,5533.5,109,118,SELL,False,0_session,5533.998958214949,5535.924104345379,5532.073812084519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:45:00+00:00,5533.25,5533.5,5533.0,5533.5,105,118,SELL,False,0_session,5533.99110886493,5535.91019497018,5532.072022759679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:46:00+00:00,5533.5,5534.0,5533.5,5534.0,50,118,BUY,False,0_session,5533.9902278311365,5535.904091903593,5532.07636375868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:47:00+00:00,5534.0,5534.25,5534.0,5534.0,70,118,BUY,False,0_session,5533.990950059102,5535.897446122641,5532.084453995563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:48:00+00:00,5533.75,5533.75,5532.75,5532.75,156,118,SELL,False,0_session,5533.9755265069,5535.88001289743,5532.07104011637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:49:00+00:00,5533.0,5533.75,5532.75,5533.5,121,118,SELL,False,0_session,5533.967171988676,5535.864746414612,5532.06959756274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:50:00+00:00,5533.5,5533.75,5532.75,5533.25,143,118,SELL,False,0_session,5533.956312650008,5535.847471488817,5532.065153811199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:51:00+00:00,5533.25,5534.0,5533.25,5534.0,64,118,BUY,False,0_session,5533.954923923714,5535.840007079482,5532.069840767946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:52:00+00:00,5534.0,5534.0,5533.75,5533.75,98,118,BUY,False,0_session,5533.953683461726,5535.82928377192,5532.078083151531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:53:00+00:00,5533.5,5533.75,5532.75,5533.0,87,118,SELL,False,0_session,5533.94661955363,5535.819622999312,5532.073616107948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:54:00+00:00,5532.75,5533.0,5532.5,5532.75,130,118,SELL,False,0_session,5533.930783195901,5535.811081477961,5532.0504849138415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:55:00+00:00,5532.75,5533.25,5532.75,5533.0,71,118,SELL,False,0_session,5533.924103833973,5535.8041737829,5532.044033885047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:56:00+00:00,5533.0,5533.25,5533.0,5533.25,57,118,BUY,False,0_session,5533.919765182729,5535.797905509594,5532.041624855864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:57:00+00:00,5533.25,5533.25,5532.75,5533.0,140,118,SELL,False,0_session,5533.9070045915505,5535.78427016588,5532.029739017221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:58:00+00:00,5532.75,5533.25,5532.25,5532.25,134,118,SELL,False,0_session,5533.889657701711,5535.778413023703,5532.000902379719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 07:59:00+00:00,5532.5,5532.75,5532.25,5532.25,121,118,SELL,False,0_session,5533.872430568979,5535.7763255461605,5531.968535591798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:00:00+00:00,5532.25,5532.5,5531.75,5532.25,380,118,SELL,False,0_session,5533.811998881223,5535.781777226783,5531.842220535664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:01:00+00:00,5532.25,5532.75,5532.0,5532.25,226,118,SELL,False,0_session,5533.78148587777,5535.774740264104,5531.788231491436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:02:00+00:00,5532.25,5533.25,5532.25,5532.75,281,118,BUY,False,0_session,5533.755682661207,5535.749392109407,5531.761973213007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:03:00+00:00,5532.75,5533.0,5532.5,5532.75,203,118,BUY,False,0_session,5533.73783082663,5535.731221333634,5531.744440319626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:04:00+00:00,5532.75,5533.5,5532.75,5533.0,223,118,BUY,False,0_session,5533.725312348115,5535.707516847249,5531.743107848981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:05:00+00:00,5533.0,5533.25,5532.75,5533.0,158,118,BUY,False,0_session,5533.715614510169,5535.691465822026,5531.739763198312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:06:00+00:00,5533.25,5533.5,5533.25,5533.25,88,118,BUY,False,0_session,5533.712788744226,5535.682404952122,5531.743172536329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:07:00+00:00,5533.25,5533.25,5532.25,5532.5,194,118,SELL,False,0_session,5533.696014822162,5535.667091133319,5531.724938511005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:08:00+00:00,5532.5,5532.75,5532.5,5532.5,204,118,SELL,False,0_session,5533.677565092526,5535.652441079834,5531.702689105217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:09:00+00:00,5532.5,5532.5,5531.75,5532.25,142,118,SELL,False,0_session,5533.660325431902,5535.6496618151705,5531.670989048633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:10:00+00:00,5532.0,5532.0,5531.25,5531.75,255,118,SELL,False,0_session,5533.620295275592,5535.6659085646515,5531.574681986533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:11:00+00:00,5531.75,5532.0,5531.5,5531.75,144,118,SELL,False,0_session,5533.599326533791,5535.670797547674,5531.527855519908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:12:00+00:00,5532.0,5532.75,5531.75,5532.25,168,118,BUY,False,0_session,5533.581905164465,5535.662099045964,5531.5017112829655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:13:00+00:00,5532.25,5532.25,5532.0,5532.25,124,118,BUY,False,0_session,5533.568545726757,5535.656742346815,5531.4803491067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:14:00+00:00,5532.5,5532.5,5531.75,5532.25,144,118,BUY,False,0_session,5533.553344628515,5535.650171690616,5531.456517566415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:15:00+00:00,5532.5,5532.75,5532.0,5532.25,109,118,BUY,False,0_session,5533.543412502802,5535.643072840605,5531.443752165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:16:00+00:00,5532.0,5532.5,5531.75,5532.25,118,118,SELL,False,0_session,5533.531384960886,5535.637362771846,5531.425407149925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:17:00+00:00,5532.25,5532.25,5531.5,5531.75,78,118,SELL,False,0_session,5533.521635382163,5535.637088172435,5531.406182591892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:18:00+00:00,5531.5,5531.75,5531.5,5531.75,88,118,SELL,False,0_session,5533.50969672591,5535.638965395905,5531.380428055914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:19:00+00:00,5531.75,5531.75,5531.25,5531.5,137,118,SELL,False,0_session,5533.489759835869,5535.64519777089,5531.334321900848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 08:20:00+00:00,5531.5,5531.75,5531.25,5531.5,108,118,SELL,False,0_session,5533.474319825647,5535.649371442193,5531.299268209102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
