open,high,low,close,volume,symbol,datetime_est,momentum_signal,mean_reversion_signal,breakout_signal,reversal_signal,vwap_trend_signal,ema_12_26_signal,scalping_signal,heikin_ashi_signal,market_regime_ADX,market_regime_MA,volatility
5341500000000,5343000000000,5341250000000,5343000000000,2674,ESM4,2024-05-20 10:08:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,5159831744.972272
5343000000000,5343250000000,5342000000000,5342750000000,2105,ESM4,2024-05-20 10:09:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,5145742086.05797
5343000000000,5343750000000,5342500000000,5343750000000,2452,ESM4,2024-05-20 10:10:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,5110039138.800629
5343750000000,5344000000000,5343000000000,5343500000000,1901,ESM4,2024-05-20 10:11:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,5036783886.496782
5343750000000,5344250000000,5342750000000,5343500000000,2840,ESM4,2024-05-20 10:12:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,4930655497.644588
5343500000000,5344000000000,5342250000000,5342500000000,2320,ESM4,2024-05-20 10:13:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,4787531153.480966
5342500000000,5343000000000,5342000000000,5342750000000,1709,ESM4,2024-05-20 10:14:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,4575903068.137769
5342750000000,5342750000000,5341500000000,5342750000000,2842,ESM4,2024-05-20 10:15:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,4395015542.2105255
5342750000000,5345000000000,5342500000000,5344500000000,2462,ESM4,2024-05-20 10:16:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,4288756736.3458276
5344750000000,5345250000000,5344250000000,5344500000000,3208,ESM4,2024-05-20 10:17:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,4222370079.8287053
5344750000000,5344750000000,5343750000000,5344500000000,1610,ESM4,2024-05-20 10:18:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,4125172172.731163
5344500000000,5344750000000,5344000000000,5344500000000,1956,ESM4,2024-05-20 10:19:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,4077082413.961825
5344500000000,5345250000000,5344000000000,5345250000000,2195,ESM4,2024-05-20 10:20:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,4051218796.5494394
5345250000000,5346000000000,5344750000000,5345500000000,2226,ESM4,2024-05-20 10:21:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,3997379191.944189
5345500000000,5345750000000,5345000000000,5345500000000,2972,ESM4,2024-05-20 10:22:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,3953789257.8010907
5345500000000,5346250000000,5344500000000,5344500000000,3981,ESM4,2024-05-20 10:23:00,HOLD,HOLD,BUY,SELL,HOLD,HOLD,BUY,SELL,range-bound,bull,3859446629.115036
5344750000000,5345000000000,5344000000000,5344250000000,2238,ESM4,2024-05-20 10:24:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,3708592942.9267955
5344250000000,5344250000000,5342750000000,5343750000000,2585,ESM4,2024-05-20 10:25:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,3538586004.21994
5343750000000,5344250000000,5342750000000,5343500000000,1810,ESM4,2024-05-20 10:26:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,3312167650.5923643
5343500000000,5344250000000,5343000000000,5344250000000,1557,ESM4,2024-05-20 10:27:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,3176450197.746938
5344250000000,5344500000000,5343250000000,5343750000000,1868,ESM4,2024-05-20 10:28:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,2955616550.248858
5343750000000,5345500000000,5343500000000,5345500000000,1983,ESM4,2024-05-20 10:29:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,2716008936.960005
5345500000000,5346000000000,5344000000000,5344250000000,3104,ESM4,2024-05-20 10:30:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,2491741409.6816254
5344500000000,5345250000000,5344250000000,5345250000000,1736,ESM4,2024-05-20 10:31:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,2265616401.1080894
5345000000000,5345250000000,5344500000000,5344750000000,1464,ESM4,2024-05-20 10:32:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,2019522770.9608567
5345000000000,5345500000000,5344500000000,5345000000000,1161,ESM4,2024-05-20 10:33:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,1744815552.8145313
5345000000000,5345000000000,5343750000000,5343750000000,1197,ESM4,2024-05-20 10:34:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1475387297.2828336
5343750000000,5345000000000,5343750000000,5345000000000,1787,ESM4,2024-05-20 10:35:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1422825294.4055862
5345000000000,5345000000000,5344000000000,5344500000000,1369,ESM4,2024-05-20 10:36:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,1394274910.293109
5344500000000,5344750000000,5343750000000,5343750000000,1364,ESM4,2024-05-20 10:37:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1319889611.323895
5344000000000,5345000000000,5344000000000,5344500000000,1349,ESM4,2024-05-20 10:38:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1290578720.7943645
5344500000000,5344500000000,5343000000000,5343750000000,1596,ESM4,2024-05-20 10:39:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1289697913.1931467
5343750000000,5345250000000,5343750000000,5344750000000,1503,ESM4,2024-05-20 10:40:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,1299645445.1323056
5344750000000,5346500000000,5344500000000,5346000000000,3142,ESM4,2024-05-20 10:41:00,HOLD,HOLD,BUY,HOLD,HOLD,HOLD,BUY,BUY,range-bound,bull,1346455316.532264
5346000000000,5346500000000,5345000000000,5346250000000,2117,ESM4,2024-05-20 10:42:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,1397531192.700583
5346000000000,5346750000000,5345500000000,5346250000000,1953,ESM4,2024-05-20 10:43:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,1446150410.6869397
5346000000000,5346000000000,5345250000000,5345500000000,1669,ESM4,2024-05-20 10:44:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1467729470.375772
5345250000000,5345750000000,5345000000000,5345500000000,1952,ESM4,2024-05-20 10:45:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1473396234.8525445
5345500000000,5346000000000,5344500000000,5345250000000,1464,ESM4,2024-05-20 10:46:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1405099838.370548
5345500000000,5345750000000,5345250000000,5345500000000,1005,ESM4,2024-05-20 10:47:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,1331011235.6124315
5345500000000,5346000000000,5345250000000,5345750000000,1378,ESM4,2024-05-20 10:48:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,1312743483.9994044
5346000000000,5347250000000,5345750000000,5347000000000,2112,ESM4,2024-05-20 10:49:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,1323305091.0037107
5347250000000,5347500000000,5346250000000,5346500000000,3729,ESM4,2024-05-20 10:50:00,BUY,HOLD,BUY,HOLD,HOLD,HOLD,BUY,BUY,range-bound,bull,1246459632.881974
5346750000000,5346750000000,5345500000000,5346000000000,2522,ESM4,2024-05-20 10:51:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1183802723.9086587
5346250000000,5347000000000,5345750000000,5346000000000,1395,ESM4,2024-05-20 10:52:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1108450096.48984
5346250000000,5346250000000,5345250000000,5346250000000,1623,ESM4,2024-05-20 10:53:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1104741845.7281215
5346500000000,5346750000000,5346000000000,5346250000000,1093,ESM4,2024-05-20 10:54:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,1086185057.919652
5346250000000,5346250000000,5345250000000,5345500000000,1596,ESM4,2024-05-20 10:55:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1079246370.1692605
5345750000000,5346000000000,5345250000000,5345250000000,1611,ESM4,2024-05-20 10:56:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1061493135.6440126
5345500000000,5346000000000,5344750000000,5344750000000,2152,ESM4,2024-05-20 10:57:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,1040923977.7837048
5345000000000,5345000000000,5343750000000,5344000000000,2092,ESM4,2024-05-20 10:58:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,984828088.4953921
5344250000000,5345500000000,5343500000000,5345250000000,2251,ESM4,2024-05-20 10:59:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,927722583.6281424
5345000000000,5345500000000,5344000000000,5344750000000,1596,ESM4,2024-05-20 11:00:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,863726072.0438428
5344750000000,5345500000000,5344500000000,5345500000000,1902,ESM4,2024-05-20 11:01:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,862555810.0833957
5345500000000,5345500000000,5344750000000,5345000000000,1790,ESM4,2024-05-20 11:02:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,858447330.0314821
5345000000000,5345750000000,5344750000000,5345000000000,1422,ESM4,2024-05-20 11:03:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,854171286.1687655
5345000000000,5345250000000,5343750000000,5343750000000,1168,ESM4,2024-05-20 11:04:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,872814731.6651906
5344000000000,5344750000000,5343750000000,5344000000000,2035,ESM4,2024-05-20 11:05:00,SELL,HOLD,HOLD,HOLD,HOLD,SELL,HOLD,SELL,range-bound,bull,886451044.7853513
5344250000000,5345250000000,5344000000000,5344500000000,1904,ESM4,2024-05-20 11:06:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bull,887020606.1927934
5344750000000,5344750000000,5343500000000,5343750000000,1237,ESM4,2024-05-20 11:07:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,903311808.0023034
5344000000000,5344500000000,5343750000000,5343750000000,751,ESM4,2024-05-20 11:08:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,919005281.4453869
5344000000000,5344250000000,5343750000000,5344000000000,831,ESM4,2024-05-20 11:09:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bull,924108907.5325253
5344250000000,5345500000000,5344000000000,5344750000000,1672,ESM4,2024-05-20 11:10:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,906451344.892938
5344750000000,5345250000000,5344500000000,5345000000000,1653,ESM4,2024-05-20 11:11:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,878222780.8364706
5345000000000,5345000000000,5344500000000,5344500000000,1121,ESM4,2024-05-20 11:12:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,874115714.9275454
5344750000000,5344750000000,5344000000000,5344500000000,808,ESM4,2024-05-20 11:13:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,856496269.0176907
5344500000000,5345000000000,5344250000000,5344750000000,926,ESM4,2024-05-20 11:14:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,854392985.6877098
5344750000000,5345000000000,5343000000000,5343250000000,2366,ESM4,2024-05-20 11:15:00,SELL,HOLD,SELL,HOLD,HOLD,HOLD,BUY,SELL,range-bound,range-bound,887020606.1924621
5343250000000,5343750000000,5342250000000,5343250000000,3043,ESM4,2024-05-20 11:16:00,SELL,HOLD,SELL,HOLD,HOLD,HOLD,BUY,SELL,range-bound,range-bound,923015206.2455782
5343250000000,5343500000000,5342750000000,5343250000000,1895,ESM4,2024-05-20 11:17:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,956668514.5427417
5343250000000,5343250000000,5342000000000,5343000000000,2128,ESM4,2024-05-20 11:18:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,998009382.4832218
5342750000000,5344000000000,5342750000000,5343750000000,1783,ESM4,2024-05-20 11:19:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,998009382.4832218
5343500000000,5343750000000,5343250000000,5343500000000,1377,ESM4,2024-05-20 11:20:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1018298491.8151166
5343250000000,5343500000000,5342250000000,5342750000000,1315,ESM4,2024-05-20 11:21:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1063721075.0487162
5342750000000,5343500000000,5342500000000,5343500000000,1178,ESM4,2024-05-20 11:22:00,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1069934624.7599648
5343250000000,5345000000000,5343250000000,5345000000000,2947,ESM4,2024-05-20 11:23:00,HOLD,HOLD,BUY,HOLD,HOLD,HOLD,BUY,BUY,range-bound,range-bound,1069462481.927437
5344750000000,5346000000000,5344500000000,5346000000000,2454,ESM4,2024-05-20 11:24:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1071850566.3641429
5345750000000,5347250000000,5345750000000,5347000000000,2787,ESM4,2024-05-20 11:25:00,BUY,HOLD,HOLD,HOLD,HOLD,BUY,HOLD,BUY,range-bound,range-bound,1118542070.683513
5347000000000,5347000000000,5345750000000,5346500000000,1512,ESM4,2024-05-20 11:26:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1132118332.792447
5346750000000,5347250000000,5346250000000,5346500000000,1766,ESM4,2024-05-20 11:27:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1139427687.3932815
5346500000000,5347250000000,5346500000000,5347250000000,1463,ESM4,2024-05-20 11:28:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1175212209.6145859
5347250000000,5347250000000,5346000000000,5346500000000,1969,ESM4,2024-05-20 11:29:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,range-bound,1195345561.0638251
5346750000000,5347000000000,5346000000000,5346750000000,1693,ESM4,2024-05-20 11:30:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,range-bound,1222371432.6859
5324500000000,5325750000000,5322750000000,5323750000000,12982,ESM4,2024-05-21 09:30:00,SELL,HOLD,SELL,HOLD,HOLD,HOLD,SELL,BUY,range-bound,bear,2122763231.5408041
5323750000000,5325500000000,5322500000000,5323000000000,7489,ESM4,2024-05-21 09:31:00,SELL,HOLD,SELL,HOLD,HOLD,HOLD,SELL,SELL,range-bound,bear,2185235118.941891
5323000000000,5326750000000,5323000000000,5326000000000,5963,ESM4,2024-05-21 09:32:00,HOLD,HOLD,BUY,HOLD,HOLD,HOLD,SELL,BUY,range-bound,bear,2178406423.3420167
5326000000000,5326750000000,5325000000000,5326250000000,4939,ESM4,2024-05-21 09:33:00,HOLD,HOLD,SELL,HOLD,HOLD,HOLD,SELL,BUY,range-bound,bear,2155390236.2469606
5326500000000,5328000000000,5326000000000,5327000000000,3996,ESM4,2024-05-21 09:34:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,2131266754.6786675
5326750000000,5328000000000,5325000000000,5325750000000,4828,ESM4,2024-05-21 09:35:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,2058304195.54884
5326000000000,5327250000000,5325250000000,5327000000000,3752,ESM4,2024-05-21 09:36:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,1988286404.9424012
5327000000000,5327500000000,5326000000000,5326750000000,2984,ESM4,2024-05-21 09:37:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,1900325596.715275
5326750000000,5327000000000,5325750000000,5326500000000,2807,ESM4,2024-05-21 09:38:00,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,SELL,range-bound,bear,1815651648.5500875
5326750000000,5327500000000,5325500000000,5327000000000,2661,ESM4,2024-05-21 09:39:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,1727123199.208551
5326750000000,5327250000000,5326250000000,5326750000000,2369,ESM4,2024-05-21 09:40:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,1641437839.7021532
5326750000000,5327250000000,5326000000000,5327000000000,2537,ESM4,2024-05-21 09:41:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,1564238931.2792819
5327000000000,5327750000000,5326500000000,5327750000000,2596,ESM4,2024-05-21 09:42:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,1541308312.0898197
5327500000000,5328500000000,5327500000000,5328500000000,2861,ESM4,2024-05-21 09:43:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,1549926684.4140713
5328500000000,5328750000000,5328000000000,5328500000000,2813,ESM4,2024-05-21 09:44:00,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD,BUY,range-bound,bear,1572671438.772898
